city_name;cdek_id;region_name;regionCode;subRegion;kladr;paymentLimit
Новосергеевка;36885;Омская;15;Полтавский;5502300002900;0
"Байловка 1-я";54588;Тамбовская;58;Пичаевский;6801600000400;0
Черняево;35720;Хабаровский;14;"Имени Лазо";2700800004100;0
Илькинеево;59316;Башкортостан;27;Куюргазинский;0203300006800;-1
Убур-Тохтор;48154;Забайкальский;49;Акшинский;7500200001300;0
Вышестеблиевская;14905;Краснодарский;7;Темрюкский;2303300001200;-1
Цапелька;37492;Псковская;30;Струго-Красненский;6002300005300;0
Роща;58419;Калужская;33;Тарусский;4002100001100;-1
Тукуз;33031;Тюменская;52;Вагайский;7200600001400;0
Миньково;45084;Вологодская;51;Бабушкинский;3500300001100;0
Наумовка;53467;Курская;62;Конышевский;4601000005000;-1
Стрелка;23700;Краснодарский;7;Темрюкский;2303300003500;-1
Люторецкое;1764;Московская;9;Чехов;5000005311800;-1
"Боевая Гора";35154;Оренбургская;5;Соль-Илецкий;5601500000200;0
Усть-Игум;52988;Пермский;22;Александровск;5900000304500;0
Хогот;45141;Иркутская;4;Баяндаевский;3812900002000;0
Беляево;37565;Калужская;33;Юхновский;4002500001600;0
Фадеево;33101;Краснодарский;7;Крымский;2301800009600;-1
Погост;37629;Ивановская;8;Фурмановский;3701800006500;0
Кирпильская;34854;Краснодарский;7;Усть-Лабинский;2303800001600;-1
Родниковское;37600;Ставропольский;19;Арзгирский;2600500000500;0
Губино;35513;Владимирская;17;Селивановский;3301300001500;0
Солоновка;49100;Алтайский;2;Новичихинский;2203100001600;0
Медынь;1931;Калужская;33;Медынский;4001600100000;-1
Южный;61945;Тверская;50;Осташков;6900000817400;-1
Ермаковка;61603;Омская;15;Тарский;5502800002000;0
Трудовая;33088;Московская;9;Мытищи;5000004401400;-1
Равнинный;50106;Ростовская;45;Октябрьский;6102900006600;0
Поедуги;52951;Пермский;22;Суксунский;5902300001100;0
Игнатовка;56493;Архангельская;66;Вельский;2900200017400;-1
Нажицы;59063;Московская;9;Орехово-Зуевский;5002400010300;-1
Равнинный;50445;Волгоградская;40;Котельниковский;3401400002300;0
Бурцево;31884;Башкортостан;27;Уфимский;0200100006100;-1
Вышка;59332;Астраханская;34;Лиманский;3000800001200;-1
Чумаково;61442;Новосибирская;23;Куйбышевский;5401500007700;0
Соколовка;53714;Кемеровская;54;Ленинск-Кузнецкий;4200600005400;-1
Едей;57137;"Саха /Якутия/";10;Хангаласский;1403200000400;-1
Пуляевка;17103;Белгородская;16;Белгородский;3102200006500;-1
Синевая;60331;Московская;9;Егорьевск;5000003915000;-1
Ильинка;16576;Тульская;37;Ленинский;7101600008200;-1
Красноярское;32957;Курганская;28;Щучанский;4502400001700;0
Фрязево;54399;Московская;9;Электросталь;5000002108900;0
Аван;45143;Хабаровский;14;Вяземский;2700700000200;0
Никиты;59584;Московская;9;Волоколамский;5000300013700;-1
Комсомольский;55912;Коми;1;Воркута;1100000200700;0
Новоцурухайтуй;50673;Забайкальский;49;Приаргунский;7502000000800;0
Волдынское;57001;Московская;9;Дмитровский;5000500009300;-1
Ляпичев;35892;Волгоградская;40;Калачевский;3401000002300;0
Смоленск;395;Смоленская;65;Смоленск;6700000300000;-1
Верхнеозерский;44939;Воронежская;63;Таловский;3603000002400;-1
"Чиганаки 2-е";34165;Волгоградская;40;Кумылженский;3401600002800;0
Новомеловатка;42564;Воронежская;63;Калачеевский;3601100002300;0
"Большое Каринское";35979;Владимирская;17;Александровский;3300200000600;0
Вожово;53080;Орловская;36;Кромской;5701200001600;-1
Петровское;58856;Московская;9;Шатура;5000005113900;-1
"Большие Поляны";51311;Нижегородская;67;Большеболдинский;5200600000800;0
Большеречье;1390;Омская;15;Большереченский;5500300000100;0
Кисляково;57975;Московская;9;Сергиево-Посадский;5003000011300;-1
"им. Тельмана";37677;Еврейская;76;Смидовичский;7900500002100;0
Зырянка;46496;Тюменская;52;Тюменский;7200100006500;-1
Прудки;30600;Белгородская;16;Красногвардейский;3101200006500;-1
Киясово;17238;Московская;9;Ступино;5000005419100;-1
Ессентукская;3012;Ставропольский;19;Предгорный;2602200000100;-1
Климовское;49006;Тульская;37;Ясногорский;7102500007200;-1
Самохвалово;43644;Крым;90;Бахчисарайский;9100100008900;-1
Шутилово;56898;Нижегородская;67;Первомайск;5200000803900;-1
Мегет;2504;Иркутская;4;Ангарский;3800200200000;-1
Малышево;51871;Забайкальский;49;Шелопугинский;7502700001500;0
Новополье;35010;Крым;90;Бахчисарайский;9100100003800;-1
Кремлевка;38885;Свердловская;24;Каменский;6601300003400;-1
Черкасское;61123;Саратовская;47;Вольский;6400900002100;0
Урупский;42455;Краснодарский;7;Успенский;2303700002700;-1
Масычево;30340;Белгородская;16;Грайворонский;3100700002400;0
Таллык;56852;Карачаево-Черкесская;80;Прикубанский;0900600002400;-1
"Старый Атлаш";55003;Ульяновская;70;Старокулаткинский;7301600001700;0
